Gene,architecture,dataset,IDR_START,IDR_END,IDR_ID,Asphericity,Radius_of_gyration,Radius_of_gyration_scaled,End_to_end_distance,End_to_end_distance_scaled,Scaling_exponent,Prefactor,Kappa,Length,FCR,NCPR,SHD,SCD,Molecular_weight,F_Neg,F_Pos,Hydrophobicity,Fraction_aromatic,Fraction_aliphatic,Fraction_polar,Complexity,cog_root_ids
OM-RGC.v2.003482615,ORDERED,omrgcv2,374,423,OM-RGC.v2.003482615_374-423,0.431,18.885,20.405,47.93,49.618,0.537,6.285,0.3241815418004989,50,0.3399999999999999,0.2199999999999999,3.574287222761328,3.5719787444550817,5495.799999999999,0.06,0.2799999999999999,2.862,0.04,0.1,0.44,0.7507647464216458,COG0513
OM-RGC.v2.002158910,ORDERED,omrgcv2,390,497,OM-RGC.v2.002158910_390-497,0.436,31.74,33.034,80.904,82.931,0.575,5.8,0.1704034358263015,108,0.3981481481481481,0.2685185185185185,3.842936832638555,21.803218285040824,12220.400000000023,0.0648148148148148,0.3333333333333333,2.1212962962962965,0.0185185185185185,0.037037037037037,0.4907407407407407,0.7488337477809803,COG0513
OM-RGC.v2.006392402,ORDERED,omrgcv2,304,336,OM-RGC.v2.006392402_304-336,0.504,17.633,17.633,44.958,44.958,0.628,6.277,0.4279529005289078,33,0.606060606060606,0.4242424242424242,2.947638429205669,7.327176026100616,4089.399999999998,0.0909090909090909,0.5151515151515151,1.7696969696969695,0.0303030303030303,0.0606060606060606,0.2727272727272727,0.730219794027976,COG0513
OM-RGC.v2.001650256,ORDERED,omrgcv2,365,545,OM-RGC.v2.001650256_365-545,0.441,46.257,46.207,112.888,111.764,0.586,5.935,0.1971223279833793,181,0.3038674033149171,0.2154696132596685,5.597536715457152,30.84728532118617,19438.20000000001,0.0441988950276243,0.2596685082872928,2.764640883977901,0.0386740331491712,0.143646408839779,0.4309392265193369,0.8340442855555467,COG0513
OM-RGC.v2.002050428,ORDERED,omrgcv2,1,120,OM-RGC.v2.002050428_1-120,0.461,37.543,37.788,91.774,92.093,0.592,5.805,0.1445019096136093,120,0.3333333333333333,-0.2166666666666666,5.649776986489687,16.19613464333007,12772.70000000003,0.275,0.0583333333333333,3.500833333333333,0.0083333333333333,0.2833333333333333,0.2916666666666667,0.8157631306005874,COG0513
OM-RGC.v2.005013797,ORDERED,omrgcv2,337,370,OM-RGC.v2.005013797_337-370,0.471,17.098,17.098,43.0,43.0,0.613,6.971,0.4308049380779266,34,0.5,0.3823529411764705,3.255009799441501,7.14771019696618,4054.399999999999,0.0588235294117647,0.4411764705882353,2.041176470588236,0.0588235294117647,0.0588235294117647,0.3529411764705882,0.7030518763500877,COG0513
OM-RGC.v2.003833009,ORDERED,omrgcv2,377,409,OM-RGC.v2.003833009_377-409,0.437,15.78,15.78,37.329,37.329,0.558,6.526,0.5418343842029572,33,0.3333333333333333,0.2121212121212121,3.523367886345831,0.4094857130239688,3770.699999999997,0.0606060606060606,0.2727272727272727,3.178787878787879,0.0606060606060606,0.1515151515151515,0.3636363636363636,0.8171777798825284,COG0513
OM-RGC.v2.002863787,ORDERED,omrgcv2,370,452,OM-RGC.v2.002863787_370-452,0.425,27.1,27.053,62.8,65.964,0.543,6.396,0.2146427854895591,83,0.4096385542168674,0.072289156626506,4.499444089862887,-0.6581932526358993,9254.30000000001,0.1686746987951807,0.2409638554216867,2.5072289156626506,0.036144578313253,0.0963855421686747,0.3975903614457831,0.8316906720829652,COG0513
OM-RGC.v2.002882626,ORDERED,omrgcv2,376,451,OM-RGC.v2.002882626_376-451,0.414,24.377,24.697,57.341,58.252,0.523,6.635,0.3042604476213455,76,0.3421052631578947,0.0263157894736842,4.673248535445979,-1.4120286217862867,8691.600000000008,0.1578947368421052,0.1842105263157894,3.0500000000000007,0.0789473684210526,0.1710526315789473,0.3684210526315789,0.901264522558846,COG0513
OM-RGC.v2.044984329,ORDERED,omrgcv2,1,46,OM-RGC.v2.044984329_1-46,0.447,19.196,19.532,45.705,47.147,0.567,6.403,0.157486230134964,46,0.2826086956521739,0.108695652173913,4.459237479313599,0.6823647766529396,5266.199999999998,0.0869565217391304,0.1956521739130435,3.8717391304347832,0.0434782608695652,0.2826086956521739,0.3478260869565217,0.8824495799338307,COG0513
OM-RGC.v2.028742281,ORDERED,omrgcv2,51,68,OM-RGC.v2.028742281_51-68,0.466,10.934,10.934,24.551,24.551,0.559,5.469,0.2845419645309448,18,0.6111111111111112,0.1666666666666666,1.9768993708633429,-0.4423050102629736,2301.7,0.2222222222222222,0.3888888888888889,1.3055555555555556,0.0555555555555555,0.0,0.2777777777777778,0.6676448490231266,COG0513
OM-RGC.v2.021469945,ORDERED,omrgcv2,127,186,OM-RGC.v2.021469945_127-186,0.456,24.451,25.065,65.247,65.303,0.591,6.093,0.2236376926302909,60,0.5,0.3666666666666667,3.2717234417338337,15.810375685876007,7309.300000000001,0.0666666666666666,0.4333333333333333,1.8483333333333327,0.0333333333333333,0.0666666666666666,0.2833333333333333,0.7578621422995205,COG0513
OM-RGC.v2.003938593,ORDERED,omrgcv2,335,405,OM-RGC.v2.003938593_335-405,0.433,24.899,25.751,60.872,61.028,0.542,6.916,0.2241532877087593,71,0.2957746478873239,0.0985915492957746,4.70648599752881,0.7454481795720719,8066.800000000012,0.0985915492957746,0.1971830985915493,3.2000000000000006,0.0422535211267605,0.1971830985915493,0.3380281690140845,0.905252416619574,COG0513
OM-RGC.v2.010941432,ORDERED,omrgcv2,219,265,OM-RGC.v2.010941432_219-265,0.427,20.333,20.846,49.695,49.064,0.566,7.203,0.3579068928956985,47,0.5106382978723405,0.2127659574468085,3.6987159119497,0.8468487461289843,5617.199999999997,0.1489361702127659,0.3617021276595745,2.1723404255319143,0.0,0.1063829787234042,0.2978723404255318,0.7794529886809031,COG0513
OM-RGC.v2.001338068,ORDERED,omrgcv2,549,585,OM-RGC.v2.001338068_549-585,0.485,18.434,18.406,50.176,47.409,0.619,6.731,0.3444179743528366,37,0.5675675675675675,0.4054054054054054,3.2716708530106624,9.313882375417736,4557.999999999997,0.081081081081081,0.4864864864864865,2.1405405405405404,0.054054054054054,0.1081081081081081,0.2702702702702703,0.6771222763004984,COG0513
OM-RGC.v2.003081255,ORDERED,omrgcv2,378,441,OM-RGC.v2.003081255_378-441,0.462,25.987,26.3,65.244,66.091,0.605,6.315,0.2596607804298401,64,0.484375,0.359375,3.537777263182368,16.60762989789029,7718.900000000003,0.0625,0.421875,2.0,0.03125,0.0625,0.296875,0.7711134822218039,COG0513
OM-RGC.v2.002684100,ORDERED-IDR,omrgcv2,360,462,OM-RGC.v2.002684100_360-462,0.405,31.455,31.209,73.401,74.497,0.494,7.39,0.3244996070861816,103,0.4660194174757281,0.233009708737864,4.2137542497269616,10.421729471071682,12634.400000000029,0.116504854368932,0.3495145631067961,2.0349514563106794,0.058252427184466,0.0679611650485436,0.3398058252427184,0.8201100349397594,COG0513
OM-RGC.v2.035852079,ORDERED-IDR,omrgcv2,58,101,OM-RGC.v2.035852079_58-101,0.463,20.079,20.078,54.96,50.122,0.605,5.602,0.1754917278885841,44,0.3636363636363636,0.2272727272727273,4.423552721112821,3.85780983183942,5029.799999999997,0.0681818181818181,0.2954545454545454,3.463636363636364,0.0454545454545454,0.2272727272727273,0.3409090909090909,0.7729602504962649,COG0513
OM-RGC.v2.002335519,ORDERED-IDR,omrgcv2,355,484,OM-RGC.v2.002335519_355-484,0.457,40.666,40.22,95.905,95.612,0.595,5.833,0.2287977859377861,130,0.3461538461538461,0.2384615384615384,5.005344776136418,18.809871810611668,14642.200000000032,0.0538461538461538,0.2923076923076923,2.5976923076923075,0.0,0.1538461538461538,0.4384615384615384,0.8164583075468679,COG0513
OM-RGC.v2.032700979,ORDERED-IDR,omrgcv2,49,122,OM-RGC.v2.032700979_49-122,0.423,24.981,26.026,62.464,63.758,0.562,6.239,0.1532758474349975,74,0.3513513513513514,0.0,4.685723434640119,-0.5143178635551565,8169.900000000009,0.1756756756756756,0.1756756756756756,3.141891891891892,0.027027027027027,0.2297297297297297,0.2837837837837837,0.9015152459214316,COG0513
OM-RGC.v2.003250681,ORDERED-IDR,omrgcv2,346,433,OM-RGC.v2.003250681_346-433,0.464,33.038,32.311,77.199,77.955,0.596,6.148,0.2621319815516472,88,0.4886363636363636,0.3068181818181817,3.961604422860261,17.741329743383368,10185.000000000016,0.0909090909090909,0.3977272727272727,2.373863636363636,0.0227272727272727,0.1136363636363636,0.3068181818181818,0.8056699147454995,COG0513
OM-RGC.v2.003833116,ORDERED-IDR,omrgcv2,362,409,OM-RGC.v2.003833116_362-409,0.465,20.242,21.256,53.36,54.446,0.612,5.607,0.3729049116373062,48,0.5833333333333334,0.375,3.42724688577202,11.69432819869754,6060.7999999999965,0.1041666666666666,0.4791666666666667,1.5895833333333331,0.0625,0.0416666666666666,0.2916666666666667,0.7054745858536319,COG0513
OM-RGC.v2.001230553,ORDERED-IDR-ORDERED-IDR,omrgcv2,434,458,OM-RGC.v2.001230553_434-458,0.45,13.016,13.016,32.248,32.248,0.571,6.255,0.1086741238832473,25,0.44,0.12,2.748630859182719,-0.1606408230874123,2872.499999999998,0.16,0.28,2.356,0.0,0.12,0.3999999999999999,0.7679627003860825,COG0513
OM-RGC.v2.001230553,ORDERED-IDR-ORDERED-IDR,omrgcv2,535,601,OM-RGC.v2.001230553_535-601,0.468,25.96,26.378,62.575,63.816,0.594,6.105,0.1557237058877945,67,0.4626865671641791,0.2835820895522388,4.13189516964033,10.08233565796028,7829.100000000002,0.0895522388059701,0.373134328358209,2.762686567164179,0.0298507462686567,0.1791044776119403,0.2985074626865671,0.7699401046833665,COG0513
OM-RGC.v2.001443721,ORDERED,omrgcv2,435,474,OM-RGC.v2.001443721_435-474,0.447,18.053,18.852,47.989,46.636,0.586,6.238,0.0959104597568512,40,0.35,0.15,3.845538760482989,1.2696811063665163,4267.4,0.1,0.25,2.985,0.0,0.175,0.3,0.7739584881927437,COG0513
OM-RGC.v2.001443721,ORDERED,omrgcv2,538,571,OM-RGC.v2.001443721_538-571,0.452,16.268,16.268,40.152,40.152,0.563,6.195,0.2448615133762359,34,0.5294117647058824,0.0588235294117647,3.0016330064736456,-0.862892860510261,3927.599999999999,0.2352941176470588,0.2941176470588235,2.726470588235294,0.0,0.2352941176470588,0.1176470588235294,0.6790289576913343,COG0513
OM-RGC.v2.000645565,ORDERED,omrgcv2,428,486,OM-RGC.v2.000645565_428-486,0.439,23.717,23.575,57.925,55.63,0.548,6.468,0.1097571216523647,59,0.423728813559322,0.0169491525423728,4.147684232290168,-0.7468711453089658,6383.600000000003,0.2033898305084746,0.2203389830508474,2.8661016949152534,0.0169491525423728,0.1694915254237288,0.2203389830508474,0.7322688083622774,COG0513
OM-RGC.v2.000645565,ORDERED,omrgcv2,549,740,OM-RGC.v2.000645565_549-740,0.424,46.517,46.796,113.878,112.827,0.571,6.425,0.1038228906691074,192,0.4479166666666666,0.125,5.929503501853698,9.668319275024237,21169.799999999992,0.1614583333333333,0.2864583333333333,2.626041666666666,0.0677083333333333,0.1041666666666666,0.2291666666666666,0.8062066040051421,COG0513
OM-RGC.v2.002559958,ORDERED,omrgcv2,1,17,OM-RGC.v2.002559958_1-17,0.491,10.857,10.857,27.368,27.368,0.504,5.329,0.6758808791637421,17,0.1764705882352941,-0.0588235294117647,3.133635309951486,-0.1502297189820924,1865.9999999999995,0.1176470588235294,0.0588235294117647,3.164705882352941,0.0588235294117647,0.1764705882352941,0.4705882352941176,0.6904867686675994,COG0513
OM-RGC.v2.002559958,ORDERED,omrgcv2,393,470,OM-RGC.v2.002559958_393-470,0.433,25.461,25.581,59.264,59.154,0.54,6.44,0.2302891463041305,78,0.2692307692307692,0.141025641025641,4.139412102055728,2.589902887992465,8201.300000000012,0.0641025641025641,0.2051282051282051,2.753846153846154,0.0128205128205128,0.1538461538461538,0.4871794871794872,0.7793999659315954,COG0513
OM-RGC.v2.003178220,ORDERED,omrgcv2,1,17,OM-RGC.v2.003178220_1-17,0.452,10.03,10.03,24.857,24.857,0.495,6.044,1.0,17,0.1764705882352941,-0.0588235294117647,2.8126406641561044,-0.38111190885434,1865.0999999999997,0.1176470588235294,0.0588235294117647,3.264705882352941,0.0588235294117647,0.1176470588235294,0.6470588235294118,0.6154960689373952,COG0513
OM-RGC.v2.003199599,ORDERED,omrgcv2,382,436,OM-RGC.v2.003199599_382-436,0.448,22.323,23.16,53.803,55.313,0.544,6.761,0.2799413949251175,55,0.2909090909090909,0.1818181818181818,4.080214572940231,2.055412363186312,5792.600000000001,0.0545454545454545,0.2363636363636363,2.887272727272728,0.0181818181818181,0.1636363636363636,0.3636363636363636,0.7698200722395776,COG0513
OM-RGC.v2.005293130,ORDERED,omrgcv2,283,363,OM-RGC.v2.005293130_283-363,0.442,27.014,27.592,65.722,65.619,0.572,6.124,0.2367473691701889,81,0.2839506172839506,0.1851851851851851,4.684116760322255,5.865764736585783,8324.900000000012,0.0493827160493827,0.2345679012345679,2.981481481481482,0.0493827160493827,0.1481481481481481,0.4320987654320987,0.8111820957403454,COG0513
OM-RGC.v2.007692991,ORDERED,omrgcv2,204,312,OM-RGC.v2.007692991_204-312,0.421,33.76,34.186,80.393,81.507,0.557,6.684,0.1757502779364586,109,0.4036697247706422,0.073394495412844,5.225198772090783,-0.171284796690757,12028.90000000002,0.1651376146788991,0.2385321100917431,2.776146788990826,0.018348623853211,0.2110091743119266,0.2110091743119266,0.8255400866256216,COG0513
OM-RGC.v2.033840120,ORDERED,omrgcv2,1,115,OM-RGC.v2.033840120_1-115,0.41,34.307,33.232,76.632,78.2,0.531,6.792,0.1794748082756996,115,0.3391304347826087,0.0434782608695652,5.352717374445347,-0.1121233404338818,12911.300000000028,0.1478260869565217,0.1913043478260869,3.367826086956521,0.0521739130434782,0.2608695652173913,0.2347826086956521,0.912064889828928,COG0513
OM-RGC.v2.005677262,ORDERED,omrgcv2,172,214,OM-RGC.v2.005677262_172-214,0.455,17.713,19.356,44.964,47.737,0.585,6.064,0.054306972771883,43,0.5813953488372092,0.1627906976744186,3.577667583463374,1.5124310787728212,4834.099999999999,0.2093023255813953,0.3720930232558139,2.262790697674418,0.0232558139534883,0.0930232558139534,0.2093023255813953,0.6897974093643172,COG0513
OM-RGC.v2.005677262,ORDERED,omrgcv2,291,353,OM-RGC.v2.005677262_291-353,0.471,25.868,26.225,64.758,63.178,0.594,6.429,0.3373996168375015,63,0.4603174603174603,0.2063492063492063,4.337244393311924,3.4423682354423253,6812.600000000001,0.1269841269841269,0.3333333333333333,2.8063492063492066,0.0,0.1746031746031746,0.2539682539682539,0.7639522046250375,COG0513
OM-RGC.v2.003381439,ORDERED,omrgcv2,373,428,OM-RGC.v2.003381439_373-428,0.457,22.526,23.734,57.401,56.626,0.573,6.202,0.2718213051557541,56,0.3928571428571428,0.2499999999999999,4.050045099177428,4.993131166153403,6246.000000000001,0.0714285714285714,0.3214285714285714,2.8000000000000003,0.0535714285714285,0.1607142857142857,0.3214285714285714,0.7963366416031616,COG0513
OM-RGC.v2.037706374,ORDERED,omrgcv2,71,90,OM-RGC.v2.037706374_71-90,0.463,12.199,12.199,30.326,30.326,0.605,5.736,0.2237738892436027,20,0.3999999999999999,0.3,3.135352216939408,1.8480493992810765,2442.999999999999,0.05,0.35,1.9,0.1,0.05,0.35,0.6152050173140736,COG0513
OM-RGC.v2.004122783,ORDERED,omrgcv2,378,399,OM-RGC.v2.004122783_378-399,0.484,13.056,13.056,32.523,32.523,0.567,6.649,0.4641894251108169,22,0.3636363636363636,0.2727272727272727,3.1449478748760487,1.1350696440048185,2654.499999999999,0.0454545454545454,0.3181818181818182,2.440909090909091,0.0909090909090909,0.1818181818181818,0.2272727272727272,0.7135160681450257,COG0513
OM-RGC.v2.004638129,ORDERED,omrgcv2,368,382,OM-RGC.v2.004638129_368-382,0.503,10.296,10.296,25.344,25.344,0.547,3.621,-1.0,15,0.5333333333333333,0.5333333333333333,2.3176491967291977,3.8911393915956896,1854.5,0.0,0.5333333333333333,2.2533333333333334,0.1333333333333333,0.0,0.3333333333333333,0.5473474288376041,COG0513
OM-RGC.v2.002858288,ORDERED,omrgcv2,388,453,OM-RGC.v2.002858288_388-453,0.431,23.398,23.28,57.443,56.732,0.555,6.027,0.2135623097419738,66,0.4242424242424242,0.1515151515151515,3.880245606047888,2.135244809049007,7628.400000000003,0.1363636363636363,0.2878787878787878,2.5227272727272725,0.0454545454545454,0.0909090909090909,0.4242424242424242,0.8353719426406194,COG0513
OM-RGC.v2.017978229,ORDERED,omrgcv2,162,206,OM-RGC.v2.017978229_162-206,0.446,18.301,19.016,44.294,45.811,0.552,6.523,0.2133527025580406,45,0.3777777777777777,0.1555555555555555,3.82899639390747,0.5349313658939335,5123.599999999999,0.1111111111111111,0.2666666666666666,3.375555555555555,0.0666666666666666,0.2444444444444444,0.2888888888888888,0.8676829477867025,COG0513
OM-RGC.v2.044032041,ORDERED,omrgcv2,1,53,OM-RGC.v2.044032041_1-53,0.457,20.98,22.316,58.681,54.923,0.579,6.092,0.214233860373497,53,0.3962264150943396,0.2452830188679245,4.281501972367339,5.551968454754268,6084.799999999998,0.0754716981132075,0.320754716981132,2.813207547169811,0.1132075471698113,0.0566037735849056,0.3773584905660377,0.7665773109008763,COG0513
OM-RGC.v2.000999387,ORDERED,omrgcv2,436,513,OM-RGC.v2.000999387_436-513,0.415,26.486,27.428,63.595,65.659,0.545,6.526,0.0594398770481348,78,0.5,0.0384615384615384,3.798552344497913,-0.2967754981312528,9053.40000000001,0.2307692307692307,0.2692307692307692,2.2884615384615383,0.0,0.1666666666666666,0.2179487179487179,0.7809190181633356,COG0513
OM-RGC.v2.000999387,ORDERED,omrgcv2,585,643,OM-RGC.v2.000999387_585-643,0.461,22.015,23.928,54.855,58.205,0.558,6.324,0.1581119373440742,59,0.4067796610169492,0.1694915254237288,4.302766633384678,2.201129800308379,6495.4000000000015,0.1186440677966101,0.288135593220339,2.815254237288136,0.0508474576271186,0.135593220338983,0.3050847457627119,0.8245458167960538,COG0513
OM-RGC.v2.002420475,ORDERED,omrgcv2,1,21,OM-RGC.v2.002420475_1-21,0.476,12.531,12.531,30.547,30.547,0.562,5.968,0.0617031659930944,21,0.4761904761904761,-0.0952380952380952,3.31073987342248,-0.3577669242585133,2376.599999999999,0.2857142857142857,0.1904761904761904,3.276190476190475,0.0,0.2857142857142857,0.1904761904761904,0.6734125212914801,COG0513
OM-RGC.v2.002420475,ORDERED,omrgcv2,397,479,OM-RGC.v2.002420475_397-479,0.444,29.842,29.414,70.232,71.653,0.575,6.377,0.1946486234664917,83,0.2289156626506024,0.1566265060240964,5.1693494554552935,4.863547725169596,8940.400000000012,0.036144578313253,0.1927710843373494,3.6,0.036144578313253,0.2409638554216867,0.3734939759036144,0.8784254655999727,COG0513
OM-RGC.v2.001057054,ORDERED,omrgcv2,396,632,OM-RGC.v2.001057054_396-632,0.401,45.739,46.36,109.311,109.604,0.545,6.168,0.0954605378210544,237,0.3375527426160337,0.1012658227848101,5.1412616539988845,10.356902663783778,24866.399999999947,0.1181434599156118,0.2194092827004219,2.713502109704641,0.0337552742616033,0.1139240506329113,0.4683544303797469,0.7892550273139556,COG0513
OM-RGC.v2.032955253,ORDERED,omrgcv2,52,121,OM-RGC.v2.032955253_52-121,0.436,25.029,26.81,64.923,65.174,0.568,6.369,0.3895472139120102,70,0.3571428571428571,0.1571428571428571,5.034660696437498,2.2325091422662404,7584.500000000007,0.1,0.2571428571428572,3.31,0.0428571428571428,0.1857142857142857,0.2714285714285714,0.8338305539418599,COG0513
OM-RGC.v2.002678852,ORDERED,omrgcv2,393,463,OM-RGC.v2.002678852_393-463,0.458,26.58,27.271,68.325,67.916,0.602,5.963,0.2768902480602264,71,0.323943661971831,0.2394366197183098,4.656027888678192,8.567248513120106,7699.300000000007,0.0422535211267605,0.2816901408450704,2.922535211267606,0.0,0.1549295774647887,0.4366197183098591,0.7913316835201832,COG0513
OM-RGC.v2.016203048,ORDERED,omrgcv2,204,218,OM-RGC.v2.016203048_204-218,0.509,10.614,10.614,26.022,26.022,0.417,5.756,0.9797827005386353,15,0.4666666666666667,0.3333333333333333,2.979208407703408,0.2131525124024117,1661.2000000000005,0.0666666666666666,0.4,3.0933333333333337,0.0,0.2666666666666666,0.2,0.6030269063792263,COG0513
OM-RGC.v2.003115800,ORDERED,omrgcv2,374,440,OM-RGC.v2.003115800_374-440,0.417,21.681,22.357,54.493,54.939,0.558,5.975,0.1743047684431076,67,0.208955223880597,0.1492537313432835,4.074174703909475,2.4970756967960948,6408.500000000005,0.0298507462686567,0.1791044776119403,3.185074626865672,0.0149253731343283,0.1343283582089552,0.5970149253731343,0.6973953919547051,COG0513
OM-RGC.v2.002934595,ORDERED,omrgcv2,1,50,OM-RGC.v2.002934595_1-50,0.428,20.668,20.02,47.09,47.27,0.539,6.602,0.3631934821605682,50,0.3,0.14,3.765506300828575,0.7564820643164574,5589.1,0.08,0.22,3.0860000000000003,0.02,0.2,0.4399999999999999,0.8570206952222417,COG0513
OM-RGC.v2.015270769,ORDERED,omrgcv2,164,225,OM-RGC.v2.015270769_164-225,0.467,24.857,25.082,65.18,59.75,0.581,6.292,0.2960138767957687,62,0.3387096774193548,0.2096774193548387,4.493952066701038,4.072445846256644,6729.600000000001,0.064516129032258,0.2741935483870967,2.5758064516129027,0.064516129032258,0.0483870967741935,0.4193548387096774,0.7934368802104338,COG0513
OM-RGC.v2.003136110,ORDERED,omrgcv2,374,439,OM-RGC.v2.003136110_374-439,0.482,26.398,27.126,72.476,67.263,0.611,6.013,0.2445446476340294,66,0.4090909090909091,0.2878787878787879,4.791781369290526,10.44478481654381,7000.300000000004,0.0606060606060606,0.3484848484848485,2.909090909090909,0.0303030303030303,0.1363636363636363,0.2878787878787879,0.7363645920065264,COG0513
OM-RGC.v2.003157004,ORDERED,omrgcv2,298,438,OM-RGC.v2.003157004_298-438,0.433,37.502,38.061,88.269,90.844,0.571,6.067,0.1258056312799453,141,0.4609929078014184,0.0638297872340425,4.864674112671966,1.101705529465522,15442.800000000028,0.1985815602836879,0.2624113475177305,2.770212765957447,0.0141843971631205,0.1631205673758865,0.2695035460992908,0.8176025642539543,COG0513
OM-RGC.v2.007299912,ORDERED,omrgcv2,1,15,OM-RGC.v2.007299912_1-15,0.485,10.242,10.242,25.77,25.77,0.51,3.246,0.2314074859023094,15,0.5333333333333333,0.4,2.595448455618459,2.2601014932190693,1861.5,0.0666666666666666,0.4666666666666667,2.7133333333333334,0.0,0.2,0.2666666666666666,0.6323368885318353,COG0513
OM-RGC.v2.003221768,ORDERED,omrgcv2,379,435,OM-RGC.v2.003221768_379-435,0.498,24.746,24.964,61.332,63.546,0.602,6.047,0.2739671990275383,57,0.4385964912280701,0.3333333333333333,4.673419475544753,11.343784094345768,6094.5,0.0526315789473684,0.3859649122807017,3.007017543859649,0.0350877192982456,0.175438596491228,0.2631578947368421,0.7332108656094992,COG0513
OM-RGC.v2.002273639,ORDERED,omrgcv2,319,381,OM-RGC.v2.002273639_319-381,0.423,22.88,24.232,57.168,56.828,0.544,6.433,0.0511902328580617,63,0.5555555555555556,0.0793650793650793,3.3647602205990905,0.4464680703048864,7747.200000000004,0.238095238095238,0.3174603174603174,2.077777777777778,0.0158730158730158,0.1111111111111111,0.2222222222222222,0.7946028636817917,COG0513
OM-RGC.v2.002273639,ORDERED,omrgcv2,443,489,OM-RGC.v2.002273639_443-489,0.472,20.795,21.857,61.049,54.088,0.595,6.269,0.096573207527399,47,0.3617021276595744,0.1489361702127659,4.400576437724697,1.446820901633396,5245.9,0.1063829787234042,0.2553191489361702,2.646808510638297,0.0,0.1063829787234042,0.3617021276595744,0.7390809850309198,COG0513
OM-RGC.v2.031038921,ORDERED,omrgcv2,65,134,OM-RGC.v2.031038921_65-134,0.393,22.511,23.886,58.199,57.092,0.519,7.463,0.3112229257822037,70,0.3571428571428571,0.1285714285714286,4.578031457711778,-0.8254897265228562,8081.600000000004,0.1142857142857142,0.2428571428571428,2.8285714285714283,0.0857142857142857,0.1285714285714285,0.4,0.8762768359252557,COG0513
OM-RGC.v2.028700052,ORDERED,omrgcv2,79,150,OM-RGC.v2.028700052_79-150,0.421,22.921,22.586,51.425,55.045,0.546,5.943,0.0758641492575407,72,0.375,0.125,3.639081827166555,2.107699817548239,7250.200000000006,0.125,0.25,2.740277777777778,0.0277777777777777,0.0277777777777777,0.5694444444444444,0.6119402240045126,COG0513
OM-RGC.v2.029135919,ORDERED,omrgcv2,68,147,OM-RGC.v2.029135919_68-147,0.413,25.227,26.32,60.127,62.347,0.54,6.812,0.1907950118184089,80,0.475,0.125,4.419476856750591,-1.0328396249792546,9418.000000000013,0.175,0.3,2.60875,0.05,0.15,0.3125,0.8619201007003594,COG0513
OM-RGC.v2.043215749,ORDERED,omrgcv2,1,58,OM-RGC.v2.043215749_1-58,0.453,22.311,23.36,61.063,58.256,0.58,6.131,0.2406934797763824,58,0.3793103448275862,0.2413793103448276,4.456775265491641,6.082837728079428,6641.599999999999,0.0689655172413793,0.3103448275862069,2.9844827586206897,0.1206896551724137,0.0862068965517241,0.3620689655172414,0.803225482711696,COG0513
OM-RGC.v2.036590759,ORDERED,omrgcv2,68,97,OM-RGC.v2.036590759_68-97,0.447,15.471,15.471,37.074,37.074,0.545,6.646,0.5081748366355896,30,0.4,0.2666666666666666,3.508010500240972,1.0177881194462812,3510.4999999999977,0.0666666666666666,0.3333333333333333,2.86,0.1333333333333333,0.1,0.2666666666666667,0.7633004277867125,COG0513
OM-RGC.v2.034740330,ORDERED,omrgcv2,1,109,OM-RGC.v2.034740330_1-109,0.394,31.417,31.061,73.943,74.456,0.509,7.227,0.2020723894238472,109,0.4220183486238532,0.055045871559633,5.053786930894526,-2.9584253976103607,12720.90000000003,0.1834862385321101,0.2385321100917431,3.0027522935779825,0.073394495412844,0.1559633027522936,0.2935779816513761,0.8991167788287371,COG0513
OM-RGC.v2.030455981,ORDERED,omrgcv2,71,138,OM-RGC.v2.030455981_71-138,0.432,25.224,26.171,64.391,64.244,0.59,6.039,0.2077595442533493,68,0.3382352941176471,0.2205882352941176,4.466395135190166,6.24062786631384,7381.600000000002,0.0588235294117647,0.2794117647058823,2.592647058823529,0.0294117647058823,0.088235294117647,0.4117647058823529,0.7920726369876947,COG0513
OM-RGC.v2.036114970,ORDERED,omrgcv2,1,100,OM-RGC.v2.036114970_1-100,0.427,29.693,30.799,71.59,72.244,0.54,6.464,0.274895504117012,100,0.29,0.0499999999999999,5.210315049784584,-1.1357435162577516,10871.000000000018,0.12,0.1699999999999999,3.611,0.03,0.2699999999999999,0.31,0.9024659793562492,COG0513
OM-RGC.v2.035499383,ORDERED,omrgcv2,1,104,OM-RGC.v2.035499383_1-104,0.382,29.724,30.251,74.232,69.554,0.505,7.855,0.218161903321743,104,0.4711538461538461,0.0673076923076922,5.019622244777514,-5.562544688128488,12166.300000000028,0.2019230769230769,0.2692307692307692,2.823076923076924,0.048076923076923,0.2115384615384615,0.2211538461538461,0.8638623808178638,COG0513
OM-RGC.v2.017820842,ORDERED,omrgcv2,148,207,OM-RGC.v2.017820842_148-207,0.445,21.708,22.961,56.286,55.531,0.581,5.738,0.186615951359272,60,0.4166666666666667,0.2166666666666666,4.137695216796579,4.934051046764754,6532.500000000001,0.1,0.3166666666666666,2.5200000000000005,0.0666666666666666,0.0333333333333333,0.4166666666666666,0.7719114768477581,COG0513
